review,rating,date,bank,source
horrible customer service and app crashes horrible!!,1,2025-01-15,Bank of Abyssinia,Google Play
i love it,5,2025-01-14,Bank of Abyssinia,Google Play
best,5,2025-01-14,Bank of Abyssinia,Google Play
it keeps asking me to turn off developer mode even when dev mode is off. couldn t use it.,1,2025-01-13,Bank of Abyssinia,Google Play
good,5,2025-01-12,Bank of Abyssinia,Google Play
like to much,5,2025-01-11,Bank of Abyssinia,Google Play
thank you,5,2025-01-10,Bank of Abyssinia,Google Play
perfect,5,2025-01-09,Bank of Abyssinia,Google Play
the best of best,5,2025-01-09,Bank of Abyssinia,Google Play
i was using this app for long time it amazing user friendly ui but the i can t found for get pin button in the app,3,2025-01-07,Bank of Abyssinia,Google Play
boa,5,2025-01-06,Bank of Abyssinia,Google Play
great,5,2025-01-04,Bank of Abyssinia,Google Play
fast and suitable for the customers.,5,2025-01-04,Bank of Abyssinia,Google Play
good,5,2025-01-03,Bank of Abyssinia,Google Play
good app and helpful,5,2025-01-03,Bank of Abyssinia,Google Play
"i will give only one star, because it faced with multiple of problems. 1. the app is not as fast as the other banks app, for e.g like cbe 2. the app asks repeatedly to switch off developer options, even if it is switched off. 3. bank of abyssinia s services are interesting, but they ignored the issues on the app service. 4. most customers gave a complain on the app, but no one accept their complain to fix the issue. 5. lastly, i will not recommend the app unless the issue has been solved asap!!",1,2025-01-03,Bank of Abyssinia,Google Play
by assessing this you can tell abyssinia bank has no idea what mobile banking is ?,1,2025-01-02,Bank of Abyssinia,Google Play
it doesn t work at all.,2,2025-01-02,Bank of Abyssinia,Google Play
this app is not available,1,2025-01-02,Bank of Abyssinia,Google Play
best,5,2025-01-01,Bank of Abyssinia,Google Play
wow what amazing,5,2024-12-30,Bank of Abyssinia,Google Play
love it,5,2024-12-30,Bank of Abyssinia,Google Play
.......,2,2024-12-30,Bank of Abyssinia,Google Play
lemn embi yilal??,5,2024-12-30,Bank of Abyssinia,Google Play
good,5,2024-12-30,Bank of Abyssinia,Google Play
it s useless app downgraded.,1,2024-12-29,Bank of Abyssinia,Google Play
why is not letting me access my account. the whole point of this app is for me to gey access to my account without physically being at the bank. i would give it a zero but a one will suffice to get my point accross.,1,2024-12-27,Bank of Abyssinia,Google Play
nice,5,2024-12-26,Bank of Abyssinia,Google Play
when are you going to get rid of this and have a real app that works? by far the worst mobile banking app.,1,2024-12-24,Bank of Abyssinia,Google Play
,1,2024-12-23,Bank of Abyssinia,Google Play
not that much bad,3,2024-12-22,Bank of Abyssinia,Google Play
fine,5,2024-12-21,Bank of Abyssinia,Google Play
the dirtiest application ever seen...,1,2024-12-20,Bank of Abyssinia,Google Play
nic ap,5,2024-12-19,Bank of Abyssinia,Google Play
the forest app ever,1,2024-12-19,Bank of Abyssinia,Google Play
"i love boa more than anyone but they are cursed when it comed to mobile banking. even though this ine is hetter it still s cks! it will ask me to turn off developer options other wise it won t work! i use cbe, awash birr, tekebirr, dashen bank and others but non of them asked me this, why only boa? please improve your mobile banking, be competitive!",1,2024-12-19,Bank of Abyssinia,Google Play
bank of abissena,1,2024-12-17,Bank of Abyssinia,Google Play
good,3,2024-12-16,Bank of Abyssinia,Google Play
"easy and sooo simple to use it, also its easy to stole someones money using the app",3,2024-12-16,Bank of Abyssinia,Google Play
good,5,2024-12-15,Bank of Abyssinia,Google Play
the worst banking app ever. never works!,1,2024-12-14,Bank of Abyssinia,Google Play
poorly functioning app,3,2024-12-13,Bank of Abyssinia,Google Play
very nice,5,2024-12-13,Bank of Abyssinia,Google Play
your system is the worst you should do better,2,2024-12-11,Bank of Abyssinia,Google Play
it has been a while since you guys started giving the mobile app service but still couldn t get it to work. i m sure you know that it doesn t work already but not sure if you re lazy or incompetent to fix it. you are losing business because of this. complacency will have consequences.,1,2024-12-10,Bank of Abyssinia,Google Play
"this is the best app many features are awesome, but it should work without the need to turn off the developer options. i m tired of having to constantly switch the developer options off and on. i ve been expressing my struggles about this. i have precious settings enabled in the developer options, and to open the app boa app, i have to turn them off. please help us, abyssinia bank. i hope you can provide an update soon.",4,2024-12-08,Bank of Abyssinia,Google Play
"i m giving this app one star because there are no options below that. my experience has been incredibly frustrating due to the extremely long loading times, and the app even closes automatically at times. people choose mobile banking for its convenience, but this app is far too time consuming, making it the worst i ve used. i hope improvements are made to enhance the user experience.",1,2024-12-07,Bank of Abyssinia,Google Play
nice,5,2024-12-07,Bank of Abyssinia,Google Play
very unprofessional and mischievous bank in my opinion. i have had several occasions but recently i used abyssinia card to withdraw money and it was deducted from my account but despite reporting several times they said they are processing it but i learned yesterday that since it has been 3 months the bank has decided to include it in their income. how absurd. if you can avoid this bank.,1,2024-12-06,Bank of Abyssinia,Google Play
it doesn t work on my 2 devices a05 and a34,1,2024-12-02,Bank of Abyssinia,Google Play
my attention is very important because it will be the most difficult time for me,5,2024-11-30,Bank of Abyssinia,Google Play
"i have a worst experience while using this mobile application through out the year. most of the time it fails to login or automatically closed the app. and also it takes so much loading time 5 minutes trying to access the internal services. sometimes also while transferring within and to other bank also fails. so, boa please fix your app.",1,2024-11-29,Bank of Abyssinia,Google Play
i don t know why but your apps start out great then all of a sudden don t work,1,2024-11-28,Bank of Abyssinia,Google Play
this application is losing major factions on a daily basis. i can count how many times i have used this app it is completely useless and disappointing if i am not going to use it in times of need then i don t see the point.,1,2024-11-28,Bank of Abyssinia,Google Play
exellent digital transaction of money,5,2024-11-27,Bank of Abyssinia,Google Play
the latest update has stopped android 9 phones not to open this app. never work properly since i started using it.,1,2024-11-26,Bank of Abyssinia,Google Play
best,5,2024-11-25,Bank of Abyssinia,Google Play
great,5,2024-11-25,Bank of Abyssinia,Google Play
,5,2024-11-24,Bank of Abyssinia,Google Play
money,5,2024-11-24,Bank of Abyssinia,Google Play
it needs more improvment,2,2024-11-24,Bank of Abyssinia,Google Play
good app,5,2024-11-21,Bank of Abyssinia,Google Play
ab,3,2024-11-20,Bank of Abyssinia,Google Play
ademtahir,5,2024-11-20,Bank of Abyssinia,Google Play
,5,2024-11-20,Bank of Abyssinia,Google Play
please this app on my android phone,3,2024-11-20,Bank of Abyssinia,Google Play
goat,5,2024-11-19,Bank of Abyssinia,Google Play
"your app doesn t match your bank, the app is disaster, super slow. please learn something from tele birr app.",1,2024-11-19,Bank of Abyssinia,Google Play
fast and reliable,5,2024-11-18,Bank of Abyssinia,Google Play
"the worst app update ever. why would you include the developer option off thing here? why do you care? it is my phone my money, right? that is the reason why i switched to other banks. so either turn it off or everyone will discontinue their business one by one.",1,2024-11-17,Bank of Abyssinia,Google Play
very good,5,2024-11-14,Bank of Abyssinia,Google Play
one of the poorest mobile banking system,1,2024-11-13,Bank of Abyssinia,Google Play
,5,2024-11-12,Bank of Abyssinia,Google Play
oene,5,2024-11-12,Bank of Abyssinia,Google Play
i find it interesting specially in reciept downloading,1,2024-11-12,Bank of Abyssinia,Google Play
it good,5,2024-11-12,Bank of Abyssinia,Google Play
"this app crashes everytime, please fix it",1,2024-11-12,Bank of Abyssinia,Google Play
star i dont recomend to use this app also the bank,1,2024-11-12,Bank of Abyssinia,Google Play
i need a support the app is not working,5,2024-11-12,Bank of Abyssinia,Google Play
bast bank of ethiopia,5,2024-11-12,Bank of Abyssinia,Google Play
good,5,2024-11-12,Bank of Abyssinia,Google Play
very slow app. software app. app,1,2024-11-12,Bank of Abyssinia,Google Play
"thank you for your social services like, vertual banking, non touch atm, cadrless and withdrwal with out passbook...",5,2024-11-12,Bank of Abyssinia,Google Play
the worst app i have never seen like this before,1,2024-11-12,Bank of Abyssinia,Google Play
wweeeer,4,2024-11-12,Bank of Abyssinia,Google Play
infinx,5,2024-11-12,Bank of Abyssinia,Google Play
great service,5,2024-11-12,Bank of Abyssinia,Google Play
,5,2024-11-11,Bank of Abyssinia,Google Play
this app is not available on all android versions and some times it is not functional.,1,2024-11-08,Bank of Abyssinia,Google Play
senayt mesfin,4,2024-11-08,Bank of Abyssinia,Google Play
bad app vety bad.,1,2024-11-07,Bank of Abyssinia,Google Play
nice,5,2024-11-06,Bank of Abyssinia,Google Play
abessnya banke,5,2024-11-05,Bank of Abyssinia,Google Play
"the most useless app, i never expected such an irrelevant app from boa. big shame!",1,2024-11-04,Bank of Abyssinia,Google Play
professional on banking app,5,2024-11-01,Bank of Abyssinia,Google Play
has some nice interface but always freezes or slow to load .app developers please fix this issue.,3,2024-10-27,Bank of Abyssinia,Google Play
,5,2024-10-26,Bank of Abyssinia,Google Play
please try another because this app doesn t feet the need of this generation,1,2024-10-25,Bank of Abyssinia,Google Play
good,4,2024-10-25,Bank of Abyssinia,Google Play
fast transfer,5,2024-10-24,Bank of Abyssinia,Google Play
"what s up i can t log in, what s wrong",5,2024-10-22,Bank of Abyssinia,Google Play
amrumehamed,1,2024-10-21,Bank of Abyssinia,Google Play
good,5,2024-10-19,Bank of Abyssinia,Google Play
"nice to meet you my proud bank in ethiopia.. i m a member of this bank, i need to solve my problem of international receiving money for me from my online digital working service s over the world please? i m working a lot of international money.but i can t get direct in ethiopia because of don t knowing the legal ways of getting money in ethiopia please can i get and direct deposit with boa please ?",5,2024-10-18,Bank of Abyssinia,Google Play
very good,5,2024-10-18,Bank of Abyssinia,Google Play
,5,2024-10-15,Bank of Abyssinia,Google Play
"terrible bank experience it s unbelievable that with all the modern technology, this bank still struggles with even basic transactions. the app constantly crashes, services are limited, and every time i try to transfer money or load telebirr, there s a huge delay. i have to wait 5 days for failed transactions to be refunded! even ussd is unreliable. they ve put me in embarrassing situations countless times, and customer care never fixes anything. i ve switched banks, and you should too!",1,2024-10-14,Bank of Abyssinia,Google Play
a painfully slow banking app service. please don t make it your choice!,1,2024-10-13,Bank of Abyssinia,Google Play
good app,4,2024-10-12,Bank of Abyssinia,Google Play
best app to me,5,2024-10-11,Bank of Abyssinia,Google Play
boa,5,2024-10-11,Bank of Abyssinia,Google Play
abdulkadir,5,2024-10-11,Bank of Abyssinia,Google Play
bad,1,2024-10-10,Bank of Abyssinia,Google Play
if it is possible i would gove0 star,1,2024-10-08,Bank of Abyssinia,Google Play
nise mobile bankig,4,2024-10-05,Bank of Abyssinia,Google Play
overall good app but performance needs some improvement also sometimes when using instant other bank transfers it refuses causing to be repeated several times to transfer,4,2024-10-04,Bank of Abyssinia,Google Play
ok,5,2024-10-04,Bank of Abyssinia,Google Play
just make it work please this is embarrassing for a bank of your size,1,2024-10-04,Bank of Abyssinia,Google Play
update to the simplest way it requires the developer option on and off why this is,5,2024-10-04,Bank of Abyssinia,Google Play
"stop telling me what to do with my phone, boa. why does your newly updated app keep asking me to disable the developer options? i m not slowing down my phone just to use your god damn app.",1,2024-10-04,Bank of Abyssinia,Google Play
i m living out of country how may i download and use mobile banking? it asks me the ethiopia phone number and i can t receive text to confirm because i m out side the country. so please lete know if i can use while i m outside the country. thanks,1,2024-10-04,Bank of Abyssinia,Google Play
good,3,2024-10-03,Bank of Abyssinia,Google Play
worest app,1,2024-10-03,Bank of Abyssinia,Google Play
the worest app ever,1,2024-10-03,Bank of Abyssinia,Google Play
,5,2024-10-03,Bank of Abyssinia,Google Play
very exemplery app to other bank aps !,5,2025-11-29,Dashen Bank,Google Play
good,5,2025-11-29,Dashen Bank,Google Play
it is an amazing app,4,2025-11-28,Dashen Bank,Google Play
"its fast and easy to communicate to the app and its available all area keep it up.i will make happy for this application thank you dashen bank for your effort,commitment and dedication. i appricated your work.",5,2025-11-26,Dashen Bank,Google Play
what do you care about my phone s settings? who are you to tell me what to turn off and on? it is my phone after all. this develoler option thing will cost you a lot of users who are willing to leave the bank once and for all. turn this thing off. 6 you fear this is a security issue fix your side not mine.,1,2025-11-25,Dashen Bank,Google Play
exceptional product.,5,2025-11-23,Dashen Bank,Google Play
very easy app,3,2025-11-23,Dashen Bank,Google Play
"the dashen super app is very impressive. it is fast, easy to use, and provides smooth access to all essential banking services. money transfer, bill payment, balance check, and other features work efficiently without issues. the design is clean and user friendly. great step forward in digital banking keep up the good work, dashen bank!..",5,2025-11-19,Dashen Bank,Google Play
,5,2025-11-18,Dashen Bank,Google Play
bill payment options are limited in this app please add ethio telecom bill electric bill etc.. instead of adding nonsense in banking app,1,2025-11-18,Dashen Bank,Google Play
"it s a really slow app, i m not sure what the issue is. even other bank transfers are not working",2,2025-11-18,Dashen Bank,Google Play
always updating bad stability,1,2025-11-17,Dashen Bank,Google Play
"it say s disable developer option, i disabled it but its not working still",1,2025-11-17,Dashen Bank,Google Play
with the super app evry thing i need is just a tap away,5,2025-11-17,Dashen Bank,Google Play
nice,5,2025-11-16,Dashen Bank,Google Play
eyita tips,1,2025-11-15,Dashen Bank,Google Play
clear and presize,5,2025-11-15,Dashen Bank,Google Play
smooth and easy!!!,5,2025-11-14,Dashen Bank,Google Play
i have had an amazing experience with this app ot os convenient and easy to use,5,2025-11-14,Dashen Bank,Google Play
"all in one super app with smooth navigation, transaction and lifestyle services",5,2025-11-14,Dashen Bank,Google Play
very nice app.,5,2025-11-14,Dashen Bank,Google Play
system failure transfer to others account,2,2025-11-13,Dashen Bank,Google Play
thank you,1,2025-11-13,Dashen Bank,Google Play
"only the ui ux is good, but it doesn t function properly. it s a shame that a leading tech bank has such an app. amole is far better.",1,2025-11-13,Dashen Bank,Google Play
"excellent app. to use perfectlly to pay,transfer,tele airtime and so on.",5,2025-11-12,Dashen Bank,Google Play
wow dashen bank super app,5,2025-11-12,Dashen Bank,Google Play
"this so called super app is a complete disappointment. it s confusing, slow, and full of glitches honestly, it feels like it was designed to test people s patience, not to help them bank. calling it super is a joke it s one of the most useless apps i ve ever used.",1,2025-11-11,Dashen Bank,Google Play
best mobile banking app in ethiopia .,5,2025-11-11,Dashen Bank,Google Play
very nice app i have ever seen,5,2025-11-10,Dashen Bank,Google Play
nasty bank . even the supper app is not working well. when i am calling them they are not response . please don t use this app because you will loss you time energy and everything . hopeless bank .,1,2025-11-10,Dashen Bank,Google Play
it s good but is not fast,5,2025-11-09,Dashen Bank,Google Play
your financial system must improved,4,2025-11-09,Dashen Bank,Google Play
your service is too good,5,2025-11-09,Dashen Bank,Google Play
good experience,5,2025-11-09,Dashen Bank,Google Play
ok,5,2025-11-08,Dashen Bank,Google Play
"amazing app,",5,2025-11-07,Dashen Bank,Google Play
wooow,5,2025-11-07,Dashen Bank,Google Play
ok,5,2025-11-07,Dashen Bank,Google Play
nice app,5,2025-11-07,Dashen Bank,Google Play
best,5,2025-11-07,Dashen Bank,Google Play
"easy to use, friendly",5,2025-11-06,Dashen Bank,Google Play
"12yr more lc, ucp icc loan",5,2025-11-06,Dashen Bank,Google Play
"not attractive and friendly app. check awash, cbe apps",1,2025-11-06,Dashen Bank,Google Play
amzing,5,2025-11-06,Dashen Bank,Google Play
"the dashen super app is very impressive. it is fast, easy to use, and provides smooth access to all essential banking services. money transfer, bill payment, balance check, and other features work efficiently without issues. the design is clean and user friendly. great step forward in digital banking keep up the good work, dashen bank!",5,2025-11-05,Dashen Bank,Google Play
betam kerfafa naw,1,2025-11-05,Dashen Bank,Google Play
exceptional,5,2025-11-05,Dashen Bank,Google Play
worst app ever,1,2025-11-05,Dashen Bank,Google Play
"dashen, always two step ahead.",5,2025-11-05,Dashen Bank,Google Play
please try to fix the barrier between other banks specially with commercial bank of ethiopia,3,2025-11-05,Dashen Bank,Google Play
,5,2025-11-05,Dashen Bank,Google Play
i am using,5,2025-11-05,Dashen Bank,Google Play
it is a wonderful app developed by a local talent. it deserves an appreciation. it will continue to evolve with new exciting features.,5,2025-11-05,Dashen Bank,Google Play
wonderful app,5,2025-11-05,Dashen Bank,Google Play
"i love the app it features are perfect, but it asks to update too many times to activate your need to visit a nearest branch and that takes time. other than that the app is great i like it",5,2025-11-05,Dashen Bank,Google Play
go ahead,5,2025-11-05,Dashen Bank,Google Play
its supper,5,2025-11-04,Dashen Bank,Google Play
good,5,2025-11-04,Dashen Bank,Google Play
it s so boring,1,2025-11-04,Dashen Bank,Google Play
dashen bank super app is the latest version of online banking system that is the gift from dashen bank for us thanks to dashen,5,2025-11-04,Dashen Bank,Google Play
"i rarely leave reviews, but this app truely deserves one.it s efficient ,secure , reliable and makes fanancial tasks effortless.definitely 5 stars for this exceptional app",5,2025-11-04,Dashen Bank,Google Play
it has improved very much lately its working more and getting better but yet it is not fully fixed some time at night it doesn t work..i think the problem is it was launched too early.,3,2025-11-04,Dashen Bank,Google Play
amazing,5,2025-11-03,Dashen Bank,Google Play
wow dashen bank,5,2025-11-03,Dashen Bank,Google Play
,4,2025-11-02,Dashen Bank,Google Play
"i just updated my app to the latest version and i couldn t even see my balance, send money or do anything. it says service is unavailable and it will be fixed soon.",5,2025-11-01,Dashen Bank,Google Play
it s too slow,1,2025-11-01,Dashen Bank,Google Play
"before the recent update, this app was great. now, the home page is cluttered with promotions and banners, which really hurts the experience. i think the app stopped being banking app and started only to promote b c 95 of the app is only ads, also full of bugs",1,2025-11-01,Dashen Bank,Google Play
this might be the worst banking app i ve ever used i dont know why kind of bug it is but suddenly the apps stops working it says temporarily unavailable for a simple feature like viewing account balance and in person visit was no help it took them longer than 2 hours to fix it and even after that 2 weeks later the same problem just because of this i m going to stop using the bank altogether which is a shame because it s a decent bank,1,2025-11-01,Dashen Bank,Google Play
nice app,5,2025-11-01,Dashen Bank,Google Play
the worst app ever. extremely unreliable. such a shame for a big bank.,1,2025-10-31,Dashen Bank,Google Play
app is too slow not opening fast,1,2025-10-31,Dashen Bank,Google Play
good,5,2025-10-30,Dashen Bank,Google Play
"it s seems to have some improvements, i don t know what s going on with this app sometimes get collapseed. this is not expected from dashen bank, which is amongst from famous and greatest banks.",1,2025-10-30,Dashen Bank,Google Play
very nise good,5,2025-10-30,Dashen Bank,Google Play
very interesting,5,2025-10-30,Dashen Bank,Google Play
what your emplyees tell as about the app when they came to our store and what actually the app is different,1,2025-10-30,Dashen Bank,Google Play
excellent promotion,5,2025-10-30,Dashen Bank,Google Play
viry good,5,2025-10-29,Dashen Bank,Google Play
"dashen bank super app is incredibly convenient! easy to use, fast, and reliable a great app to manage everything in one place.",5,2025-10-29,Dashen Bank,Google Play
it is the worst app ever istg,1,2025-10-29,Dashen Bank,Google Play
"dashen super app is a game changer with its sleek, user friendly interface. lightning fast responses and seamless navigation make every task a breeze. love the organized layout and clear features that save time daily. fantastic work highly recommended for effortless banking!",5,2025-10-28,Dashen Bank,Google Play
"the design is clean and modern, and everything works smoothly without bugs. i love how reliable the app is it makes banking so convenient.",5,2025-10-28,Dashen Bank,Google Play
"a true banking super app! the dashen super app combines great design, security, and an impressive range of features. highly recommended for anyone looking for a complete digital banking experience.",5,2025-10-28,Dashen Bank,Google Play
"i appreciate that this app allowed me to access multiple services in one centralized place. thank you, dashen bank!",5,2025-10-28,Dashen Bank,Google Play
"this app makes my day to day payments so easy. everything works perfectly, and it saves me a lot of time.",5,2025-10-28,Dashen Bank,Google Play
it s impressive how consistently the app is improving. i ve been using it for months and they have improved a lot in terms of not only beauty but also performance wise.,5,2025-10-28,Dashen Bank,Google Play
this app has replaced several others for me. it has everything i need in one place.,5,2025-10-28,Dashen Bank,Google Play
"the app has evolved impressively over time. the latest release adds dark and light modes that enhance usability and design. it s intuitive, modern, and clearly built with the user in mind setting a new benchmark for digital banking.",5,2025-10-28,Dashen Bank,Google Play
"dashen superapp just keeps improving. the new theme options are beautiful, and the overall experience is faster and smoother than ever",5,2025-10-28,Dashen Bank,Google Play
i have been using this app for months and its easy to use and is user friendly thanks dashen bank.,5,2025-10-28,Dashen Bank,Google Play
"finally, banking made simple! everything i need is in one super app. a true game changer for managing my finances on the go.",5,2025-10-28,Dashen Bank,Google Play
"i ve been using the the app, and it s been working really well for my daily transactions. good work",5,2025-10-28,Dashen Bank,Google Play
"i appreciate how secure this app feels. every transaction comes with confirmation, and i always get alerts immediately.",5,2025-10-28,Dashen Bank,Google Play
i love the new dark theme it gives the app modern feel n make it more comfortable to use,5,2025-10-28,Dashen Bank,Google Play
"this is amazing app, as it name ,truly supper.",5,2025-10-28,Dashen Bank,Google Play
this is one of the most user friendly and impressive apps i have encountered in the banking sector,5,2025-10-28,Dashen Bank,Google Play
"amazing ui and ux, the dark mode looks absolutely awesome!",5,2025-10-28,Dashen Bank,Google Play
the updated design looks amazing. i really appreciate being able to switch between dark and light mode it s a small change that makes a big difference!,5,2025-10-28,Dashen Bank,Google Play
astonishing interface with ease of access and complete performance,5,2025-10-28,Dashen Bank,Google Play
"i rarely leave reviews, but this app truly deserves one. it s efficient, secure, and makes financial tasks effortless. definitely a 5 star experience",5,2025-10-28,Dashen Bank,Google Play
stunning ui with reliable service!,5,2025-10-28,Dashen Bank,Google Play
"super up is the ultimate digital banking app, living up to its name with speed, efficiency, and innovation. designed for a seamless experience, it offers lightning fast transactions, top tier security, and effortless financial management. with super up, banking has never been this smooth, smart, and super!",5,2025-10-27,Dashen Bank,Google Play
"the ui is impressive, but adding an atm withdrawal feature for cardless cash access would enhance functionality. this may require updates to the atm system as well. please consider this, dev team.",4,2025-10-22,Dashen Bank,Google Play
convinent,5,2025-10-22,Dashen Bank,Google Play
good,4,2025-10-21,Dashen Bank,Google Play
it is excellent april jest continue more abeaten.....,4,2025-10-19,Dashen Bank,Google Play
i like it,5,2025-10-18,Dashen Bank,Google Play
abdrug bentahuuuu,3,2025-10-17,Dashen Bank,Google Play
"dashen superapp is the worst app for me because it consistently fails during transfers. when i try to send money, the transaction freezes for extended periods sometimes a full day, and often two or three days or more. crucially, the funds are neither delivered to the recipient nor immediately refunded to my account, which is incredibly frustrating and makes me feel like i ve lost my money. the app urgently needs a technical update to ensure transactions process smoothly and reliably.",1,2025-10-14,Dashen Bank,Google Play
best application,5,2025-10-14,Dashen Bank,Google Play
easy,5,2025-10-14,Dashen Bank,Google Play
lmo,5,2025-10-13,Dashen Bank,Google Play
meseret birara,5,2025-10-12,Dashen Bank,Google Play
it doesn t let me open my account,1,2025-10-12,Dashen Bank,Google Play
very good,1,2025-10-11,Dashen Bank,Google Play
it is the best,5,2025-10-11,Dashen Bank,Google Play
nice and best,5,2025-10-10,Dashen Bank,Google Play
good,5,2025-10-10,Dashen Bank,Google Play
finish the app development fully before you give the final result. it s is very inconvenient and not that reliable at the moment.,1,2025-10-08,Dashen Bank,Google Play
hayelu beranu bashre,5,2025-10-07,Dashen Bank,Google Play
connection not fast,5,2025-10-07,Dashen Bank,Google Play
good,5,2025-10-06,Dashen Bank,Google Play
"shewangizaw l. as a heavy user of the app , the issue you raised around resetting pass pin concerned me and gave it a try and found it to be safe. basically the app will do two things verifies one using an otp and then requires an in person visit to bank s physical branch for final verification after resetting the password. therefore, safe to use! i wish i nformational tip was added around the reset button. could not attach screenshot.",4,2025-10-06,Dashen Bank,Google Play
perfect,5,2025-10-06,Dashen Bank,Google Play
for dashen bankk it is best app so why your bank onlyu one one app for mobile banking that means superr app,5,2025-10-05,Dashen Bank,Google Play
wow,5,2025-10-04,Dashen Bank,Google Play
tadesa melka tulluu,1,2025-10-04,Dashen Bank,Google Play
i can t open virtual account.i have been trying it for about 3 days still no resolve.,2,2025-10-04,Dashen Bank,Google Play
app is passive when compare to amole it takes 3 5 seconds to open and i cannot refresh transactions what i did.,1,2025-10-03,Dashen Bank,Google Play
withdraw,1,2025-10-02,Dashen Bank,Google Play
it takes gazillion years to open,3,2025-10-02,Dashen Bank,Google Play
this app is outstanding,5,2025-10-01,Dashen Bank,Google Play
totally bad,1,2025-10-01,Dashen Bank,Google Play
i really appreciate but we can t use it if don t have balance or data access,2,2025-10-01,Dashen Bank,Google Play
nice app,5,2025-09-30,Dashen Bank,Google Play
,2,2025-09-30,Dashen Bank,Google Play
it fast service,5,2025-09-29,Dashen Bank,Google Play
"good improvements after the sep 25, 2025 update.",4,2025-09-29,Dashen Bank,Google Play
i have one issue though what if the mobile phone with the sim is stolen and have no pattern or pin. the app allows to reset the pin directly without 2fa like finger print just by sending sms. which is a big gap. it should be addressed i didn t expect but it does and no trust at all.,1,2025-09-28,Dashen Bank,Google Play
i love it,5,2025-09-28,Dashen Bank,Google Play
best,5,2025-09-28,Dashen Bank,Google Play
nice,5,2025-09-28,Dashen Bank,Google Play
gooe,5,2025-09-28,Dashen Bank,Google Play
nice app,5,2025-09-27,Dashen Bank,Google Play
dashen super app is the best all ethiopian banks keep it,5,2025-09-27,Dashen Bank,Google Play
cool app,5,2025-09-27,Dashen Bank,Google Play
nice,5,2025-09-27,Dashen Bank,Google Play
app that makes cashless society in our century and easy to use.,5,2025-09-27,Dashen Bank,Google Play
tadass,1,2025-09-27,Dashen Bank,Google Play
,1,2025-09-27,Dashen Bank,Google Play
it is an amazing app and all in one,5,2025-09-27,Dashen Bank,Google Play
i dont like it,1,2025-09-27,Dashen Bank,Google Play
dashen is the future,5,2025-09-27,Dashen Bank,Google Play
the best version in,5,2025-09-27,Dashen Bank,Google Play
excellent,5,2025-09-26,Dashen Bank,Google Play
"its amazing app, visually stunning",5,2025-09-26,Dashen Bank,Google Play
"updates every time , when it s updated, it doesn t work at all.",1,2025-09-26,Dashen Bank,Google Play
the best app from other dashen is unique its fast app ever i had in my life,5,2025-09-26,Dashen Bank,Google Play
i love the new user interface,5,2025-09-26,Dashen Bank,Google Play
ok,5,2025-09-26,Dashen Bank,Google Play
"appreciated, always one step ahead!",5,2025-09-26,Dashen Bank,Google Play
,5,2025-09-26,Dashen Bank,Google Play
the app stops working whenever there is an update unless you update the app. but it is better if it kept working on and updating should be optional.,3,2025-09-26,Dashen Bank,Google Play
"this is the first time i have experienced this much cool app out of all the other mobile banking platforms, im genuinely happy to see this kind of app here, tnx",5,2025-09-26,Dashen Bank,Google Play
it can t do without data or wifi,1,2025-09-26,Dashen Bank,Google Play
"the best ui banking app from all those i used, other ethiopian banks i used have a really old ui. this is very neat and easy to use. also so reliable.",5,2025-09-26,Dashen Bank,Google Play
so nice !,5,2025-09-26,Dashen Bank,Google Play
what s the problem with this app s that asking for updates on a daily basis?,1,2025-09-25,Dashen Bank,Google Play
good,3,2025-09-25,Dashen Bank,Google Play
"wow, i really loved the new ui ux! great job, dashen bank! you guys are the best mobile banking in ethiopia.",5,2025-09-25,Dashen Bank,Google Play
excellent ui improvement,5,2025-09-24,Dashen Bank,Google Play
one of the best app in ethiopia .,5,2025-09-24,Dashen Bank,Google Play
great app,5,2025-09-23,Dashen Bank,Google Play
it is good but some times says duplicate transaction why? and text,5,2025-09-23,Dashen Bank,Google Play
good,5,2025-09-22,Dashen Bank,Google Play
good,4,2025-09-19,Dashen Bank,Google Play
the worst app. it needs updating everyday. ouch,1,2025-09-19,Dashen Bank,Google Play
safe and secure,3,2025-09-18,Dashen Bank,Google Play
,4,2025-09-15,Dashen Bank,Google Play
"is not working right now with snmsung galaxy f15, please help me",1,2025-09-14,Dashen Bank,Google Play
good,5,2025-09-13,Dashen Bank,Google Play
your staffs are really hardworking but the app is not like your employees,3,2025-09-12,Dashen Bank,Google Play
,5,2025-09-11,Dashen Bank,Google Play
total,5,2025-09-11,Dashen Bank,Google Play
good,5,2025-09-10,Dashen Bank,Google Play
dashen super app is the best,5,2025-09-10,Dashen Bank,Google Play
zero sezzs55s,5,2025-09-09,Dashen Bank,Google Play
not werke,2,2025-09-08,Dashen Bank,Google Play
what happened to dashen bank? this is by far the worst banking app. extremely slow when it works and is out of service all the time,1,2025-09-08,Dashen Bank,Google Play
simple and easy to use,5,2025-09-08,Dashen Bank,Google Play
meke,4,2025-09-07,Dashen Bank,Google Play
"not a great app compared to the others ,it freezes randomly ,takes a lot to load ,and a lot of errors while sending money ,i stopped using it",1,2025-09-07,Dashen Bank,Google Play
bad specialy at weekends,1,2025-09-07,Dashen Bank,Google Play
