review,rating,date,bank,source,sentiment_label,sentiment_score,keywords,identified_theme
mobile banking broblem,5,2025-11-01,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9918060302734375,mobile banking broblem,Feature / Others
good job,5,2025-11-01,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.999835729598999,good job,Feature / Others
good,3,2025-11-01,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998161196708679,,Feature / Others
it is a good and clear apps to use,4,2025-10-31,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998574256896973,it,Feature / Others
5 11,1,2025-10-31,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.963996410369873,,Feature / Others
i love this app b c every option in the app very clear and supportive.,5,2025-10-30,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998520612716675,"i, every option, the app",Feature / Others
niiceh,5,2025-10-29,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.8779535293579102,niiceh,Feature / Others
the app is good but their is no dark mode you have to add it,3,2025-10-29,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9965399503707886,"the app, their, no dark mode, you, it",Feature / Others
abdulakim abrahim elemoo,5,2025-10-29,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9634568691253662,abdulakim abrahim,Feature / Others
good app,5,2025-10-28,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998493194580078,good app,Feature / Others
strong,5,2025-10-28,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.999862551689148,,Feature / Others
good,5,2025-10-28,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998161196708679,,Feature / Others
best,5,2025-10-28,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9997941851615906,,Feature / Others
abebaw zenebe,5,2025-10-28,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.5422849655151367,abebaw zenebe,Feature / Others
good i love it keep it up but if we had a new update that will be fire soo good,5,2025-10-27,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9990962743759155,"i, it, it, we, a new update, that, fire soo",Feature / Others
good,5,2025-10-27,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998161196708679,,Feature / Others
cbe,5,2025-10-27,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9966009855270386,cbe,Feature / Others
active and granted system,5,2025-10-27,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.998322069644928,system,Feature / Others
fast app,4,2025-10-27,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9983617663383484,fast app,Feature / Others
cool,5,2025-10-27,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998509883880615,,Feature / Others
galaxy a10s,3,2025-10-26,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.8983982801437378,galaxy,Feature / Others
the best apps,5,2025-10-26,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998617172241211,the best apps,Feature / Others
arif app new,5,2025-10-26,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.5203981995582581,arif app,Feature / Others
laga bari biranch,5,2025-10-26,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9922856092453003,laga bari biranch,Feature / Others
i would like to suggest you improve the time out as it takes the money and doesn t return it back until the next day.,3,2025-10-25,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9948068261146545,"i, you, the time, it, the money, doesn t, it, the next day",Feature / Others
attractive,5,2025-10-25,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998689889907837,,Feature / Others
mite,5,2025-10-24,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9965571165084839,mite,Feature / Others
useful,5,2025-10-24,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9997634291648865,,Feature / Others
nice,4,2025-10-23,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998552799224854,,Feature / Others
"not good, not bad!",3,2025-10-23,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9981550574302673,,Feature / Others
very good,5,2025-10-23,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998520612716675,,Feature / Others
100 10 ampsa,1,2025-10-22,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9641178250312805,100 10 ampsa,Feature / Others
good job,5,2025-10-22,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.999835729598999,good job,Feature / Others
imp,5,2025-10-22,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9978600144386292,,Feature / Others
super fast app,5,2025-10-21,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9976546168327332,super fast app,Feature / Others
good app,4,2025-10-20,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998493194580078,good app,Feature / Others
useful,5,2025-10-20,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9997634291648865,,Feature / Others
"the app has a nice design and useful features like balance check and transfers, but it s unstable and often fails to connect. it also forces users to turn off developer options, which is unnecessary other banking apps work fine without that. many people use developer mode for normal reasons. please fix performance issues, remove this restriction, and add biometric login for better security and convenience",2,2025-10-19,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9979144930839539,"the app, a nice design, useful features, balance check, transfers, it, it, users, developer options, which, that, many people, developer mode, normal reasons, performance issues, this restriction, biometric login, better security, convenience",Account Access Issues
cbe,4,2025-10-18,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9966009855270386,cbe,Feature / Others
it says ti is work any more in your device what can i do??,1,2025-10-18,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9991052746772766,"it, ti, your device, what, i",Feature / Others
blah blah blah,5,2025-10-18,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9977899789810181,,Feature / Others
good,5,2025-10-17,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998161196708679,,Feature / Others
bad,1,2025-10-17,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.999782383441925,,Feature / Others
best,5,2025-10-17,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9997941851615906,,Feature / Others
cbe no.1,5,2025-10-17,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9968194961547852,cbe no.1,Feature / Others
good,5,2025-10-16,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998161196708679,,Feature / Others
"it s not work correctly when it s needed sometimes, but it works sometimes though",2,2025-10-16,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9861414432525635,"it, it, it",Feature / Others
its easy to use and more secured than the previous one. i love it and appreciate commercial bank of ethiopia for every time update.,5,2025-10-16,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9997401833534241,"its easy, i, it, commercial bank, ethiopia, every time update",Feature / Others
gooof,5,2025-10-16,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.996545135974884,gooof,Feature / Others
"suddenly the cbe application i was using stopped working and called callcenter, i was told it s because it expired and i should vist any branch to fix it. so i went to cbe silassie branch.after filling a form they gave me, i sat down and waited until they finish fixing 2 customer s case who arrived before me. but then when it was my turn ppl who came after me with same mobile banking and even atm card cases were finishing up and leaving i had to get back to my work so i left.with no service.why?",1,2025-10-16,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9996801614761353,"the cbe application, i, callcenter, i, it, it, i, any branch, it, i, cbe, branch.after, a form, they, me, i, they, who, me, it, my turn ppl, who, me, same mobile banking, i, my work, i, no service.why",Feature / Others
best app,5,2025-10-16,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.999686598777771,best app,Feature / Others
best,5,2025-10-15,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9997941851615906,,Feature / Others
still not perfect like before,1,2025-10-15,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9995744824409485,,Feature / Others
this app dash board is disturbing me. it is not showing me traxation and my balance while displaying others option on dashboard. i think it is a risk full app,1,2025-10-15,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9981682300567627,"me, it, me, traxation, my balance, others, option, dashboard, i, it, a risk, full app",Feature / Others
applied,1,2025-10-14,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9989719390869141,,Feature / Others
10 years ago,4,2025-10-14,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9060004353523254,,Feature / Others
asefa obsa,5,2025-10-14,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9988316893577576,asefa obsa,Feature / Others
best app,4,2025-10-14,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.999686598777771,best app,Feature / Others
it s good app,5,2025-10-14,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.999863862991333,"it, good app",Feature / Others
very slow,1,2025-10-14,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9997065663337708,,Feature / Others
berhan deriba wami,4,2025-10-14,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.7555697560310364,berhan deriba wami,Feature / Others
good,5,2025-10-13,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998161196708679,,Feature / Others
mahamad usman,5,2025-10-13,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9890894293785095,mahamad usman,Feature / Others
erako,5,2025-10-13,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9978224039077759,erako,Feature / Others
opne,5,2025-10-13,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.7972500920295715,opne,Feature / Others
mehommd nuri,5,2025-10-13,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9508018493652344,mehommd nuri,Feature / Others
best,5,2025-10-12,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9997941851615906,,Feature / Others
good,5,2025-10-12,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998161196708679,,Feature / Others
providing very secure service.,5,2025-10-12,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9993906021118164,very secure service,Feature / Others
apk apkwun,1,2025-10-12,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.5462881922721863,apk,Feature / Others
riyad mohammed abaoli 92 527 2567,5,2025-10-12,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9531126022338867,riyad mohammed abaoli,Feature / Others
it doesn t show bank statement and no options to see transactions for the past months.,2,2025-10-12,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9993897676467896,"it, bank statement, no options, transactions, the past months",Transaction Performance
mamma husen,2,2025-10-11,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9694636464118958,mamma husen,Feature / Others
ok,5,2025-10-11,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9997851252555847,,Feature / Others
3 stars because i can t see all my transaction history apart from the recents and a refresh button has been removed from the recents activity. the app should allow clients to view all of the transactions not just recents.,3,2025-10-11,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.991800844669342,"3 stars, i, t, the recents, a refresh button, the recents activity, the app, clients, all, the transactions, not just recents",Transaction Performance
good,5,2025-10-10,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998161196708679,,Feature / Others
exceptional application from others bank,5,2025-10-10,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9996663331985474,"exceptional application, others bank",Feature / Others
"it is very nice. but i have a serious suggestion when you send to other cbe birr customer, it does not show the name of the recipient befor it actually send the money. please improve this",4,2025-10-10,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9849932193756104,"it, i, a serious suggestion, you, it, the name, the recipient, befor, it, the money, this",Feature / Others
good,5,2025-10-10,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998161196708679,,Feature / Others
really good app,5,2025-10-10,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998643398284912,really good app,Feature / Others
smart bank cbe,5,2025-10-10,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9971417784690857,smart bank cbe,Feature / Others
ali urgesa11,3,2025-10-09,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9212201833724976,ali,Feature / Others
it s good,5,2025-10-09,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998457431793213,it,Feature / Others
good apps,5,2025-10-09,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998608827590942,good apps,Feature / Others
good,5,2025-10-09,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998161196708679,,Feature / Others
password,4,2025-10-09,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9670303463935852,password,Account Access Issues
best app i ever seen,5,2025-10-09,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.999450147151947,i,Feature / Others
it s game changing in financial system,4,2025-10-09,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9944753050804138,"it, game, financial system",Feature / Others
"z,mkt 20 . !8 r",1,2025-10-09,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.939197301864624,"z,mkt, 8 r",Feature / Others
will good updating,5,2025-10-09,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998600482940674,,Feature / Others
"service charge , vat, fee everything here is not yours they wanna take what you have, everything is not fair",1,2025-10-08,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9994321465492249,"service charge, vat, everything, yours, they, what, you, everything",Feature / Others
why removing screenshot feature why?,2,2025-10-08,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9981147050857544,screenshot feature,Feature / Others
very good application! thank you all who participate!,5,2025-10-08,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998753070831299,"very good application, you, all, who",Feature / Others
application bank commercial ethiopia i am very happy to be able to appear in a great job on a pleasant job,5,2025-10-08,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998462200164795,"i, a great job, a pleasant job",Feature / Others
user compatible app!,5,2025-10-08,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9933547973632812,user compatible app,Feature / Others
